Model;Brand;Price;Foreign Currency;Date of Currency;Gear;Fuel;Engine Displacement;Transmission;Horsepower;Mortgage;Confiscation;Inspection;Year;Km;Area of Use;Colour;Top Speed;Luggage Volume;0-100;Max Torque;Cylinder;Tank;Consumption;Valve;Kaput;Tavan;Ön Tampon;Arka Tampon;Sağ Ön Çamurluk;Sağ Ön Kapı;Sağ Arka Kapı;Sağ Arka Çamurluk;Sol Ön Çamurluk;Sol Ön Kapı;Sol Arka Kapı;Sol Arka Çamurluk
t-roc;volkswagen;1630000;30;11.01.2024;tiptronic;benzin;1,5;önden çekiş;150;hayır;hayır;26.01.2026;2023;6786;arazi aracı;gri;207;445;;250;4;50;0 (şi̇) / 0 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
t-roc;volkswagen;1630000;30;11.01.2024;tiptronic;benzin;1,5;önden çekiş;150;hayır;hayır;26.01.2026;2023;10384;arazi aracı;gri;207;445;;250;4;50;0 (şi̇) / 0 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
t-roc;volkswagen;1630000;30;11.01.2024;tiptronic;benzin;1,5;önden çekiş;150;hayır;hayır;26.01.2023;2023;12843;arazi aracı;siyah;207;445;;250;4;50;0 (şi̇) / 0 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
t-roc;volkswagen;1630000;30;11.01.2024;tiptronic;benzin;1,5;önden çekiş;150;hayır;hayır;26.01.2026;2023;16736;arazi aracı;siyah;207;445;;250;4;50;0 (şi̇) / 0 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
t-roc;volkswagen;1570000;30;11.01.2024;tiptronic;benzin;1,5;önden çekiş;150;hayır;hayır;26.01.2026;2023;44046;arazi aracı;siyah;207;445;;250;4;50;0 (şi̇) / 0 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
passat variant;volkswagen;1530000;30;11.01.2024;tiptronic;benzin;1,5;önden çekiş;150;hayır;hayır;23.01.2026;2023;15443;wagon;siyah;214;650;;250;4;66;0 (şi̇) / 0 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
passat variant;volkswagen;1500000;30;11.01.2024;tiptronic;benzin;1,5;önden çekiş;150;hayır;hayır;23.01.2026;2023;24889;wagon;siyah;214;650;;250;4;66;0 (şi̇) / 0 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
polo;volkswagen;1287900;30;11.01.2024;tiptronic;benzin;1;önden çekiş;95;hayır;hayır;30.03.2026;2023;6610;hatchback;resif mavi;187;351;;175;3;40;0 (şi̇) / 0 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
caddy;volkswagen;1270000;30;11.01.2024;tiptronic;dizel;2;önden çekiş;122;hayır;hayır;23.11.2023;2023;15391;cityvan;gri;186;;;320;4;50;5.5 (şi̇) / 3.8 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
caddy;volkswagen;1230000;30;11.01.2024;tiptronic;dizel;2;önden çekiş;122;hayır;hayır;14.04.2024;2023;14280;cityvan;açık gri;186;;;320;4;50;5.5 (şi̇) / 3.8 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
caddy;volkswagen;1150000;30;11.01.2024;tiptronic;dizel;2;önden çekiş;122;hayır;hayır;8.09.2026;2023;13745;cityvan;beyaz;186;;;320;4;50;5.5 (şi̇) / 3.8 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
caddy;volkswagen;1150000;30;11.01.2024;tiptronic;dizel;2;önden çekiş;122;hayır;hayır;25.01.2024;2023;14728;cityvan;siyah;186;;;320;4;50;5.5 (şi̇) / 3.8 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
superb;skoda;1514000;30;11.01.2024;tiptronic;benzin;1,5;önden çekiş;150;hayır;hayır;4.12.2023;2023;28763;hatchback;atlantik gri;221;595;;250;4;66;0 (şi̇) / 0 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
octavia;skoda;1235000;30;11.01.2024;tiptronic;benzin;1;önden çekiş;110;hayır;hayır;19.01.2026;2023;24894;hatchback;gri;208;600;;200;3;45;0 (şi̇) / 0 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
octavia;skoda;1235000;30;11.01.2024;tiptronic;benzin;1;önden çekiş;110;hayır;hayır;16.01.2026;2023;29430;hatchback;gri;208;600;;200;3;45;0 (şi̇) / 0 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
kamiq;skoda;1200000;30;11.01.2024;tiptronic;benzin;1;önden çekiş;110;hayır;hayır;18.09.2025;2023;14450;arazi aracı;siyah;198;400;;200;3;50;0 (şi̇) / 0 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
kamiq;skoda;1190000;30;11.01.2024;tiptronic;benzin;1;önden çekiş;110;hayır;hayır;17.03.2026;2023;12055;arazi aracı;mavi;198;400;;200;3;50;0 (şi̇) / 0 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
kamiq;skoda;1190000;30;11.01.2024;tiptronic;benzin;1;önden çekiş;110;hayır;hayır;16.03.2026;2023;15165;arazi aracı;mavi;198;400;;200;3;50;0 (şi̇) / 0 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
kamiq;skoda;1190000;30;11.01.2024;tiptronic;benzin;1;önden çekiş;110;hayır;hayır;2.02.2026;2023;18124;arazi aracı;gri;198;400;;200;3;50;0 (şi̇) / 0 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
kamiq;skoda;1190000;30;11.01.2024;tiptronic;benzin;1;önden çekiş;110;hayır;hayır;20.03.2026;2023;14355;arazi aracı;mavi;198;400;;200;3;50;0 (şi̇) / 0 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
kamiq;skoda;1190000;30;11.01.2024;tiptronic;benzin;1;önden çekiş;110;hayır;hayır;23.01.2026;2023;15650;arazi aracı;siyah;198;400;;200;3;50;0 (şi̇) / 0 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
kamiq;skoda;1190000;30;11.01.2024;tiptronic;benzin;1;önden çekiş;110;hayır;hayır;17.09.2026;2023;15336;arazi aracı;siyah;198;400;;200;3;50;0 (şi̇) / 0 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
kamiq;skoda;1190000;30;11.01.2024;tiptronic;benzin;1;önden çekiş;110;hayır;hayır;18.10.2023;2023;18170;arazi aracı;mavi;198;400;;200;3;50;0 (şi̇) / 0 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
fabia;skoda;1180000;30;11.01.2024;tiptronic;benzin;1,5;önden çekiş;150;hayır;hayır;10.09.2026;2023;13331;hatchback;kırmızı;225;380;;250;4;40;0 (şi̇) / 0 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
fabia;skoda;1180000;30;11.01.2024;tiptronic;benzin;1,5;önden çekiş;150;hayır;hayır;17.02.2026;2023;12283;hatchback;gri;225;380;;250;4;40;0 (şi̇) / 0 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
kamiq;skoda;1170000;30;11.01.2024;tiptronic;benzin;1;önden çekiş;110;hayır;hayır;25.10.2023;2023;13307;arazi aracı;beyaz;198;400;;200;3;50;0 (şi̇) / 0 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
kamiq;skoda;1150000;30;11.01.2024;tiptronic;benzin;1;önden çekiş;110;hayır;hayır;16.03.2026;2023;14985;arazi aracı;beyaz;198;400;;200;3;50;0 (şi̇) / 0 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
kamiq;skoda;1150000;30;11.01.2024;tiptronic;benzin;1;önden çekiş;110;hayır;hayır;18.10.2023;2023;13035;arazi aracı;gri;198;400;;200;3;50;0 (şi̇) / 0 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
scala;skoda;1020000;30;11.01.2024;tiptronic;benzin;1;önden çekiş;110;hayır;hayır;9.02.2026;2023;10890;hatchback;gri;202;467;;200;3;50;0 (şi̇) / 0 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
scala;skoda;995000;30;11.01.2024;tiptronic;benzin;1;önden çekiş;110;hayır;hayır;9.02.2026;2023;10616;hatchback;grafit gri;202;467;;200;3;50;0 (şi̇) / 0 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
scala;skoda;970000;30;11.01.2024;tiptronic;benzin;1;önden çekiş;110;hayır;hayır;26.01.2026;2023;15615;hatchback;gri;202;467;;200;3;50;0 (şi̇) / 0 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
tarraco;seat;1855000;30;11.01.2024;tiptronic;benzin;1,5;önden çekiş;150;hayır;hayır;23.02.2026;2023;14556;arazi aracı;beyaz;199;230;;250;4;58;0 (şi̇) / 0 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
ateca;seat;1585000;30;11.01.2024;tiptronic;benzin;1,5;önden çekiş;150;hayır;hayır;10.03.2026;2023;8000;arazi aracı;beyaz;202;510;;250;4;50;0 (şi̇) / 0 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
ateca;seat;1520000;30;11.01.2024;tiptronic;benzin;1,5;önden çekiş;150;hayır;hayır;10.04.2026;2023;10000;arazi aracı;gümüş gri;202;510;;250;4;50;0 (şi̇) / 0 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
megane;renault;1090000;30;11.01.2024;tiptronic;benzin;1,3;önden çekiş;140;hayır;hayır;13.05.2026;2023;18488;sedan;beyaz;205;503;;240;4;50;6.3 (şi̇) / 4.5 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
clio;renault;845000;30;11.01.2024;otomatik;benzin;1;önden çekiş;90;hayır;hayır;13.03.2026;2023;21525;hatchback;turuncu;175;391;;142;3;42;6 (şi̇) / 4.4 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
207;peugeot;545000;30;11.01.2024;manuel;benzin;1,4;önden çekiş;90;hayır;hayır;26.08.2024;2009;60262;hatchback;alev kırmızısı;180;288;;133;4;50;8.5 (şi̇) / 5.2 (şd);16;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
civic;honda;650000;30;11.01.2024;otomatik;benzin;1,6;önden çekiş;125;hayır;hayır;17.07.2025;2009;110570;sedan;siyah;192;389;;152;4;50;9.8 (şi̇) / 5.3 (şd);16;çizik;saglam;çizik;çizik;saglam;saglam;saglam;boyalı;saglam;saglam;saglam;boyalı, çizik
207;peugeot;545000;30;11.01.2024;manuel;benzin;1,4;önden çekiş;90;hayır;hayır;26.08.2024;2009;60262;hatchback;alev kırmızısı;180;288;;133;4;50;8.5 (şi̇) / 5.2 (şd);16;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
civic;honda;650000;30;11.01.2024;otomatik;benzin;1,6;önden çekiş;125;hayır;hayır;17.07.2025;2009;110570;sedan;siyah;192;389;;152;4;50;9.8 (şi̇) / 5.3 (şd);16;çizik;saglam;çizik;çizik;saglam;saglam;saglam;boyalı;saglam;saglam;saglam;boyalı, çizik
linea;fiat;450000;30;11.01.2024;manuel;dizel;1,6;önden çekiş;105;hayır;hayır;22.08.2025;2009;115587;sedan;gri;190;500;;290;4;45;6.4 (şi̇) / 4.2 (şd);16;boyalı;saglam;saglam;saglam;saglam;saglam;boyalı;boyalı;saglam;saglam;saglam;boyalı
a3;audi;720000;30;11.01.2024;otomatik;benzin;1,4;önden çekiş;125;hayır;hayır;9.08.2025;2009;144221;hatchback;siyah;203;370;;200;4;55;7.4 (şi̇) / 4.8 (şd);16;saglam;saglam;saglam;saglam;saglam;saglam;boyalı;boyalı;saglam;saglam;saglam;saglam
golf;volkswagen;630000;30;11.01.2024;tiptronic;benzin;1,6;önden çekiş;102;hayır;hayır;5.06.2025;2008;80000;hatchback;metalik kara büyü;181;350;;148;4;55;11.3 (şi̇) / 6.4 (şd);8;saglam;saglam;boyalı;boyalı, hasarlı;boyalı;lokal boyalı;boyalı;boyalı;saglam;ezik;çizik;boyalı
b-serisi;mercedes-benz;530000;30;11.01.2024;otomatik;lpg;1,5;önden çekiş;95;hayır;hayır;20.04.2025;2006;158800;mpv;siyah;175;550;;140;4;54;0 (şi̇) / 0 (şd);8;boyalı;saglam;boyalı;boyalı;boyalı;saglam;boyalı;boyalı;boyalı;boyalı;boyalı;boyalı
jazz;honda;495000;30;11.01.2024;multitronic;lpg;1,3;önden çekiş;83;hayır;hayır;21.09.2021;2005;159117;hatchback;gri;160;380;;119;4;42;7.2 (şi̇) / 5.1 (şd);8;saglam;saglam;saglam;saglam;boyalı;boyalı;boyalı;değişen;boyalı;boyalı;değişen;saglam
h2;hummer;2300000;30;11.01.2024;otomatik;benzin;6;4x4;325;hayır;hayır;8.12.2023;2003;215490;arazi aracı;siyah;208;535;;440;8;100;0 (şi̇) / 0 (şd);32;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
m3;bmw;2500000;30;11.01.2024;manuel;benzin;3,2;arkadan i̇tiş;340;hayır;hayır;5.01.2023;2003;167795;coupe;mavi;250;440;;300;6;63;0 (şi̇) / 0 (şd);24;boyalı;boyalı;boyalı;boyalı;boyalı;boyalı;boyalı;boyalı;boyalı;boyalı;boyalı;boyalı
passat;volkswagen;500000;30;11.01.2024;otomatik;benzin;1,8;önden çekiş;150;hayır;hayır;12.10.2024;2000;160653;sedan;gümüş gri;201;475;;168;4;62;12.3 (şi̇) / 7 (şd);20;değişen;çizik;değişen, çizik;boyalı, çizik;boyalı, ezik;boyalı, ezik;boyalı, çizik;boyalı, çizik, ezik;boyalı, çizik;ezik;lokal boyalı, ezik;boyalı, ezik
taliant;renault;825000;30;11.01.2024;otomatik;benzin;1;önden çekiş;90;hayır;hayır;12.01.2026;2023;31409;sedan;beyaz;169;628;;142;3;50;0 (şi̇) / 0 (şd);;saglam;saglam;boyalı, çizik;saglam;ezik;ezik;çizik;lokal boyalı;saglam;saglam;saglam;saglam
clio;renault;810000;30;11.01.2024;otomatik;benzin;1;önden çekiş;90;hayır;hayır;16.02.2026;2023;28920;hatchback;mavi;175;391;;142;3;42;6 (şi̇) / 4.4 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
clio;renault;810000;30;11.01.2024;otomatik;benzin;1;önden çekiş;90;hayır;hayır;18.02.2026;2023;19200;hatchback;mavi;175;391;;142;3;42;6 (şi̇) / 4.4 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
clio;renault;793000;30;11.01.2024;manuel;benzin;1;önden çekiş;90;hayır;hayır;16.02.2026;2023;9988;hatchback;mavi;180;391;;160;3;42;6.1 (şi̇) / 4.1 (şd);;saglam;saglam;çizik;çizik;saglam;saglam;çizik;çizik;saglam;saglam;saglam;saglam
taliant;renault;780000;30;11.01.2024;otomatik;benzin;1;önden çekiş;90;hayır;hayır;19.01.2026;2023;21605;sedan;gri;169;628;;142;3;50;0 (şi̇) / 0 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
taliant;renault;780000;30;11.01.2024;otomatik;benzin;1;önden çekiş;90;hayır;hayır;19.01.2026;2023;20294;sedan;gri;169;628;;142;3;50;0 (şi̇) / 0 (şd);;saglam;saglam;çizik;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
taliant;renault;780000;30;11.01.2024;otomatik;benzin;1;önden çekiş;90;hayır;hayır;10.03.2026;2023;19922;sedan;beyaz;169;628;;142;3;50;0 (şi̇) / 0 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
taliant;renault;775000;30;11.01.2024;otomatik;benzin;1;önden çekiş;90;hayır;hayır;11.03.2026;2023;15395;sedan;beyaz;169;628;;142;3;50;0 (şi̇) / 0 (şd);;saglam;saglam;saglam;saglam;saglam;lokal boyalı;saglam;saglam;saglam;saglam;saglam;saglam
taycan;porsche;7450000;30;11.01.2024;otomatik;elektrik;3;4x4;530;hayır;hayır;9.02.2026;2023;19007;sedan;gri;250;407;;640;;;0 (şi̇) / 0 (şd);;saglam;saglam;saglam;çizik;saglam;saglam;saglam;saglam;saglam;saglam;saglam;ezik
macan;porsche;5650000;30;11.01.2024;tiptronic;benzin;2;4x4;265;hayır;hayır;23.02.2026;2023;7650;arazi aracı;gri;232;488;;400;4;65;10.8 (şi̇) / 7.6 (şd);16;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
corsa;opel;969000;30;11.01.2024;otomatik;elektrik;0;önden çekiş;136;hayır;hayır;1.01.2026;2023;8985;hatchback;açık mavi;150;267;;260;;;0 (şi̇) / 0 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
corsa;opel;964000;30;11.01.2024;otomatik;elektrik;0;önden çekiş;136;hayır;hayır;1.01.2025;2023;16541;hatchback;ateş turuncusu;150;267;;260;;;0 (şi̇) / 0 (şd);;saglam;saglam;saglam;saglam;çizik;çizik;saglam;saglam;saglam;saglam;saglam;saglam
e-serisi;mercedes-benz;5126500;30;11.01.2024;tiptronic;dizel;2;4x4;265;hayır;hayır;27.02.2026;2023;17500;coupe;siyah;250;405;;550;4;66;7.3 (şi̇) / 4.5 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
rio;kia;885000;30;11.01.2024;otomatik;benzin;1,4;önden çekiş;100;hayır;hayır;26.01.2026;2023;6622;hatchback;mavi;183;300;;133;4;45;8.2 (şi̇) / 5 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
kuga;ford;1419500;30;11.01.2024;tiptronic;benzin;1,5;önden çekiş;182;hayır;hayır;20.03.2026;2023;8772;arazi aracı;beyaz;200;511;;240;3;54;0 (şi̇) / 0 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
tourneo courier;ford;850000;30;11.01.2024;manuel;dizel;1,5;önden çekiş;100;hayır;hayır;19.02.2024;2023;36893;cityvan;beyaz;;;;215;4;44;0 (şi̇) / 0 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
egea;fiat;750000;30;11.01.2024;manuel;benzin;1,4;önden çekiş;95;hayır;hayır;27.04.2028;2023;7606;sedan;beyaz;186;520;;127;4;45;0 (şi̇) / 0 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;çizik;saglam;saglam;saglam;saglam;saglam
formentor;cupra;1700000;30;11.01.2024;tiptronic;benzin;1,5;önden çekiş;150;hayır;hayır;25.09.2025;2023;13383;arazi aracı;siyah;203;450;;250;4;50;0 (şi̇) / 0 (şd);;saglam;saglam;saglam;çizik;saglam;saglam;saglam;saglam;saglam;çizik;saglam;saglam
formentor;cupra;1700000;30;11.01.2024;tiptronic;benzin;1,5;önden çekiş;150;hayır;hayır;26.01.2026;2023;15585;arazi aracı;kırmızı;203;450;;250;4;50;0 (şi̇) / 0 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
ds 7;citroen;1989000;30;11.01.2024;tiptronic;dizel;1,5;önden çekiş;130;hayır;hayır;23.05.2025;2023;8865;arazi aracı;altea siyahı;195;555;;300;4;55;0 (şi̇) / 0 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
5 serisi;bmw;3250000;30;11.01.2024;tiptronic;benzin;1,6;arkadan i̇tiş;170;hayır;hayır;20.01.2026;2023;32500;sedan;akik gri;226;530;;250;4;68;0 (şi̇) / 0 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;lokal boyalı
e-tron sportback;audi;4580000;30;11.01.2024;otomatik;elektrik;0;4x4;408;hayır;hayır;15.12.2025;2023;6629;arazi aracı;gri;200;555;;664;;;0 (şi̇) / 0 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
a6;audi;4400000;30;11.01.2024;tiptronic;dizel;2;4x4;204;hayır;hayır;3.03.2026;2023;8365;sedan;siyah;246;530;;400;4;73;4.8 (şi̇) / 4.1 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
a4;audi;2750000;30;11.01.2024;tiptronic;dizel;2;4x4;204;hayır;hayır;23.02.2026;2023;13000;sedan;mavi;210;460;;400;4;58;5.4 (şi̇) / 3.9 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
a4;audi;2520000;30;11.01.2024;tiptronic;benzin;2;4x4;265;hayır;hayır;16.02.2026;2023;16383;sedan;metalik mavi;250;460;;370;4;58;9.1 (şi̇) / 5.7 (şd);;saglam;saglam;değişen;saglam;boyalı;değişen;değişen;saglam;saglam;saglam;saglam;saglam
q3;audi;2198000;30;11.01.2024;tiptronic;benzin;1,5;önden çekiş;150;hayır;hayır;22.04.2026;2023;9820;arazi aracı;siyah;210;530;;250;4;58;7.1 (şi̇) / 5.1 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
a3;audi;1750000;30;11.01.2024;tiptronic;benzin;1,5;önden çekiş;150;hayır;hayır;16.03.2026;2023;9246;sedan;gri;232;425;;250;4;50;5.9 (şi̇) / 4 (şd);;saglam;saglam;boyalı;saglam;saglam;saglam;saglam;saglam;boyalı;boyalı;boyalı;boyalı
a3;audi;1510000;30;11.01.2024;tiptronic;benzin;1,5;önden çekiş;150;hayır;hayır;21.04.2026;2023;6100;hatchback;ibis beyazı;224;380;;250;4;50;5.9 (şi̇) / 4.1 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
a3;audi;1505500;30;11.01.2024;tiptronic;benzin;1,5;önden çekiş;150;hayır;hayır;14.04.2024;2023;18790;hatchback;beyaz;224;380;;250;4;50;5.9 (şi̇) / 4.1 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
a3;audi;1460000;30;11.01.2024;tiptronic;benzin;1,5;önden çekiş;150;hayır;hayır;23.02.2026;2023;15023;hatchback;beyaz;224;380;;250;4;50;5.9 (şi̇) / 4.1 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
xc90;volvo;4999990;30;11.01.2024;tiptronic;dizel;2;4x4;235;hayır;hayır;8.09.2025;2022;34361;arazi aracı;mavi;180;709;;480;4;71;0 (şi̇) / 0 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
xc90;volvo;4649750;30;11.01.2024;tiptronic;dizel;2;4x4;235;hayır;hayır;10.02.2025;2022;26040;arazi aracı;siyah;180;314;;480;4;71;0 (şi̇) / 0 (şd);16;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;boyalı;boyalı;saglam
xc90;volvo;4599990;30;11.01.2024;tiptronic;dizel;2;4x4;235;hayır;hayır;21.04.2025;2022;27280;arazi aracı;mavi;180;314;;480;4;71;0 (şi̇) / 0 (şd);16;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
xc90;volvo;4499990;30;11.01.2024;tiptronic;dizel;2;4x4;235;hayır;hayır;10.02.2025;2022;36781;arazi aracı;siyah;180;314;;480;4;71;0 (şi̇) / 0 (şd);16;saglam;saglam;saglam;saglam;saglam;boyalı;boyalı;saglam;saglam;saglam;saglam;saglam
xc60;volvo;3549750;30;11.01.2024;tiptronic;dizel;2;4x4;197;hayır;hayır;10.03.2025;2022;18592;arazi aracı;gri;180;483;;420;4;71;0 (şi̇) / 0 (şd);16;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
xc60;volvo;3549750;30;11.01.2024;tiptronic;dizel;2;4x4;197;hayır;hayır;7.03.2025;2022;18723;arazi aracı;siyah;180;483;;420;4;71;0 (şi̇) / 0 (şd);16;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
xc60;volvo;3499990;30;11.01.2024;tiptronic;dizel;2;4x4;197;hayır;hayır;28.04.2025;2022;26908;arazi aracı;siyah;180;483;;420;4;71;0 (şi̇) / 0 (şd);16;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
touareg;volkswagen;6650000;30;11.01.2024;tiptronic;dizel;3;4x4;286;hayır;hayır;17.02.2025;2022;8850;arazi aracı;granit gri;238;810;;600;6;75;8.6 (şi̇) / 6.1 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
tiguan;volkswagen;3300000;30;11.01.2024;tiptronic;dizel;2;4x4;200;hayır;hayır;11.02.2025;2022;33210;arazi aracı;gri;216;615;;400;4;58;6.4 (şi̇) / 4.9 (şd);;saglam;saglam;çizik;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
golf r;volkswagen;2950000;30;11.01.2024;tiptronic;benzin;2;4x4;320;hayır;hayır;11.01.2025;2022;16734;hatchback;mavi;270;374;;420;4;55;9.1 (şi̇) / 5.8 (şd);;saglam;saglam;çizik;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
passat alltrack;volkswagen;2750500;30;11.01.2024;tiptronic;dizel;2;4x4;200;hayır;hayır;21.02.2025;2022;6100;wagon;siyah;228;639;;400;4;66;6.3 (şi̇) / 4.5 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
tiguan allspace;volkswagen;2250000;30;11.01.2024;tiptronic;benzin;1,5;önden çekiş;150;hayır;hayır;14.10.2025;2022;6250;arazi aracı;gri;200;760;;250;4;58;6.6 (şi̇) / 5.6 (şd);;saglam;saglam;saglam;saglam;saglam;ezik;saglam;saglam;saglam;saglam;saglam;saglam
